SOC,AIOE
51-8031.00,-0.628669668709753
51-8091.00,-0.48651922573059664
51-8092.00,-0.435307087243319
51-8093.00,-0.5137426019726821
51-8099.01,-0.8367917279691068
51-9011.00,-0.6158228373447654
51-9012.00,-1.0453640860205788
51-9021.00,-1.213336514929602
51-9022.00,-1.1585726962346108
51-9023.00,-0.9529354932923703
51-9031.00,-1.0554923729099774
51-9032.00,-1.187699174724201
51-9041.00,-1.1503436320984974
51-9051.00,-1.0658292669365717
51-9061.00,-0.4452566633435789
51-9071.00,-0.3393569471280267
51-9071.06,-0.15002605527011714
51-9081.00,-0.2661247464845043
51-9082.00,-0.5991104850042395
51-9083.00,-0.7015575324103009
51-9111.00,-1.0863355180287686
51-9123.00,-1.0782700213631697
51-9124.00,-1.2802860175894015
51-9141.00,-0.7424601763102094
51-9151.00,-0.46479069889043617
51-9161.00,-0.7604848548728056
51-9162.00,-0.15282946864189792
51-9191.00,-1.421573203814197
51-9192.00,-1.2508291518999057
51-9193.00,-1.0681009385814242
51-9194.00,-0.7447411756253555
51-9195.00,-1.2236065909032137
51-9195.03,-1.4829257718395206
51-9195.04,-1.0580736423538992
51-9195.05,-1.3245302836040018
51-9196.00,-0.9810092107462448
51-9197.00,-1.8120926328159221
51-9198.00,-1.5221833112395695
53-1041.00,-0.8149475238312736
53-1042.00,-0.3991781562452428
53-1042.01,0.3173944883234996
53-1043.00,0.03282814584112553
53-2011.00,-0.2857324934448537
53-2012.00,-0.29481260543931975
53-2021.00,1.0607102035644898
53-2022.00,0.26473478596896954
