2009 PSIC Code,Region Description,Job Subsector,Total Male,Total Female,Paid Male,Paid Female,Unpaid Male,Unpaid Female,Section Letter,Job Sector
,Region XIII (Caraga),,,,,,,,H,Transportation and Storage
H493,Region XIII (Caraga),Other land transport,250,16,249,13,2,3,H,Transportation and Storage
H501,Region XIII (Caraga),Sea and coastal water transport,,,,,,,H,Transportation and Storage
H522,Region XIII (Caraga),Support activities for transportation,196,28,196,28,0,0,H,Transportation and Storage
H532,Region XIII (Caraga),Courier activities,,,,,,,H,Transportation and Storage
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,H,Transportation and Storage
H522,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Support activities for transportation,50,8,50,8,0,0,H,Transportation and Storage
,Philippines,,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G451,Philippines,Sale of motor vehicles,25260,14763,25178,14736,82,27,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G452,Philippines,Maintenance and repair of motor vehicles,13751,3365,13322,3219,429,146,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G453,Philippines,Sale of motor vehicle parts and accessories,21721,10186,20985,10064,736,121,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G454,Philippines,"Sale, maintenance and repair of motorcycles and related parts and accessories",38551,23755,38188,23518,362,237,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G461,Philippines,Wholesale on a fee or contract basis,5922,3840,5907,3829,15,11,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G462,Philippines,Wholesale of agricultural raw materials and live animals,12193,5676,11928,5414,265,262,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G463,Philippines,"Wholesale of food, beverages and tobacco",51082,21362,50712,21164,370,198,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G464,Philippines,Wholesale of household goods,47650,41403,47515,41085,135,317,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G465,Philippines,"Wholesale of machinery, equipment and supplies",29287,16691,29202,16604,85,87,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G466,Philippines,Other specialized wholesale,49163,19872,48814,19403,349,469,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G469,Philippines,Non-specialized wholesale trade,365,273,365,273,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G471,Philippines,Retail sale in non-specialized stores,94134,127951,93159,125882,975,2070,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G472,Philippines,"Retail sale of food, beverages and tobacco in specialized stores",26600,23410,26114,22758,486,651,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G473,Philippines,Retail sale of automotive fuel in specialized stores,43905,22612,43807,22405,98,207,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G474,Philippines,Retail sale of information and communications equipment in specialized stores,15462,19299,15245,19207,217,91,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G475,Philippines,Retail sale of other household equipment in specialized stores,101035,62494,98295,60490,2740,2005,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G476,Philippines,Retail sale of cultural and recreation goods in specialized stores,7480,11292,7259,11093,222,199,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G477,Philippines,Retail sale of other goods in specialized stores,79672,113945,78332,112497,1340,1448,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G479,Philippines,"Retail trade not in stores, stalls or markets",2669,3265,2651,3215,18,50,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
,National Capital Region (NCR),,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G451,National Capital Region (NCR),Sale of motor vehicles,8088,5289,8051,5287,38,1,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G452,National Capital Region (NCR),Maintenance and repair of motor vehicles,4529,819,4437,773,92,46,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G453,National Capital Region (NCR),Sale of motor vehicle parts and accessories,10384,4688,10384,4688,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G454,National Capital Region (NCR),"Sale, maintenance and repair of mo
torcycles and related parts and accessories",4520,2520,4520,2520,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G461,National Capital Region (NCR),Wholesale on a fee or contract basis,2657,2400,2657,2400,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G462,National Capital Region (NCR),Wholesale of agricultural raw materials and live animals,1328,902,1328,902,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G463,National Capital Region (NCR),"Wholesale of food, beverages and tobacco",13369,6067,13368,6064,1,2,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G464,National Capital Region (NCR),Wholesale of household goods,30254,28739,30175,28660,79,79,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G465,National Capital Region (NCR),"Wholesale of machinery, equipment and supplies",20254,11980,20229,11962,25,18,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G466,National Capital Region (NCR),Other specialized wholesale,25963,10051,25963,10051,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G469,National Capital Region (NCR),Non-specialized wholesale trade,196,80,196,80,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G471,National Capital Region (NCR),Retail sale in non-specialized stores,17309,24191,17308,24190,1,1,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G472,National Capital Region (NCR),"Retail sale of food, beverages and tobacco in specialized stores",4909,5007,4909,5007,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G473,National Capital Region (NCR),Retail sale of automotive fuel in specialized stores,7547,3345,7547,3345,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G474,National Capital Region (NCR),Retail sale of information and communications equipment in specialized stores,6061,6008,6061,6008,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G475,National Capital Region (NCR),Retail sale of other household equipment in specialized stores,19060,13893,18809,13675,251,217,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G476,National Capital Region (NCR),Retail sale of cultural and recreation goods in specialized stores,2576,4305,2576,4305,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G477,National Capital Region (NCR),Retail sale of other goods in specialized stores,23418,32292,23307,32215,112,77,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G479,National Capital Region (NCR),"Retail trade not in stores, stalls or markets",2327,2825,2327,2825,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
,Cordillera Administrative Region (CAR),,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G451,Cordillera Administrative Region (CAR),Sale of motor vehicles,197,100,195,99,2,1,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G452,Cordillera Administrative Region (CAR),Maintenance and repair of motor vehicles,281,36,281,36,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G453,Cordillera Administrative Region (CAR),Sale of motor vehicle parts and accessories,283,104,258,104,25,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G454,Cordillera Administrative Region (CAR),"Sale, maintenance and repair of motorcycles and related parts and accessories",217,117,217,117,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G461,Cordillera Administrative Region (CAR),Wholesale on a fee or contract basis,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G462,Cordillera Administrative Region (CAR),Wholesale of agricultural raw materials and live animals,149,61,145,54,4,7,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G463,Cordillera Administrative Region (CAR),"Wholesale of food, beverages and tobacco",531,174,531,174,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G464,Cordillera Administrative Region (CAR),Wholesale of household goods,444,397,444,374,0,23,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G465,Cordillera Administrative Region (CAR),"Wholesale of machinery, equipment and supplies",65,28,65,28,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G466,Cordillera Administrative Region (CAR),Other specialized wholesale,302,228,299,225,3,3,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G471,Cordillera Administrative Region (CAR),Retail sale in non-specialized stores,1617,2128,1616,2099,1,29,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G472,Cordillera Administrative Region (CAR),"Retail sale of food, beverages and tobacco in specialized stores",286,455,286,409,0,45,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G473,Cordillera Administrative Region (CAR),Retail sale of automotive fuel in specialized stores,376,150,376,150,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G474,Cordillera Administrative Region (CAR),Retail sale of information and communications equipment in specialized stores,262,215,261,214,1,1,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G475,Cordillera Administrative Region (CAR),Retail sale of other household equipment in specialized stores,1379,509,1354,459,25,51,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G476,Cordillera Administrative Region (CAR),Retail sale of cultural and recreation goods in specialized stores,102,138,102,138,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G477,Cordillera Administrative Region (CAR),Retail sale of other goods in specialized stores,1449,2452,1449,2290,0,163,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G479,Cordillera Administrative Region (CAR),"Retail trade not in stores, stalls or markets",,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
,Region I (Ilocos Region),,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G451,Region I (Ilocos Region),Sale of motor vehicles,1008,637,997,614,12,23,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G452,Region I (Ilocos Region),Maintenance and repair of motor vehicles,689,184,689,184,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G453,Region I (Ilocos Region),Sale of motor vehicle parts and accessories,522,210,517,205,6,6,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G454,Region I (Ilocos Region),"Sale, maintenance and repair of motorcycles and related parts and accessories",2661,1319,2629,1256,32,63,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G461,Region I (Ilocos Region),Wholesale on a fee or contract basis,109,43,107,40,2,3,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G462,Region I (Ilocos Region),Wholesale of agricultural raw materials and live animals,571,180,548,180,24,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G463,Region I (Ilocos Region),"Wholesale of food, beverages and tobacco",3378,839,3378,839,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G464,Region I (Ilocos Region),Wholesale of household goods,866,934,818,934,47,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G465,Region I (Ilocos Region),"Wholesale of machinery, equipment and supplies",111,58,98,48,13,11,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G466,Region I (Ilocos Region),Other specialized wholesale,1646,534,1646,515,0,19,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G469,Region I (Ilocos Region),Non-specialized wholesale trade,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G471,Region I (Ilocos Region),Retail sale in non-specialized stores,4196,4965,4168,4937,28,28,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G472,Region I (Ilocos Region),"Retail sale of food, beverages and tobacco in specialized stores",688,564,688,518,0,46,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G473,Region I (Ilocos Region),Retail sale of automotive fuel in specialized stores,3050,825,3050,793,0,31,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G474,Region I (Ilocos Region),Retail sale of information and communications equipment in specialized stores,358,515,313,493,44,22,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G475,Region I (Ilocos Region),Retail sale of other household equipment in specialized stores,5285,2851,5066,2662,219,189,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G476,Region I (Ilocos Region),Retail sale of cultural and recreation goods in specialized stores,584,506,584,506,0,0,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G477,Region I (Ilocos Region),Retail sale of other goods in specialized stores,3053,5156,2986,5055,67,101,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
G479,Region I (Ilocos Region),"Retail trade not in stores, stalls or markets",,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
,Region II (Cagayan Valley),,,,,,,,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
