Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,SOC,AIOE,Complementarity
Garment Technician,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,Yes,27-1029,0.6558359528610636,0.5456893004115226
Gas Welder (Oxy-Acetylene),Construction,Other specialized construction activities,Not Higher Education,No,No,51-4122 ,-1.063027898104206,0.5352777777777777
Genealogist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,19-3099,1.2714488780375863,0.5886111111111111
General Subject Basic Education Teacher,Education,Primary/elementary education,Higher Education,Yes,No,25-2031,1.1170470851261018,0.7011111111111111
General Subject High School Teacher,Education,Secondary/high school education,Higher Education,Yes,No,25-2031,1.1170470851261018,0.7011111111111111
Generator Set Tenders,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,51-8013,-0.7095238336216172,0.6508333333333333
Geothermal Plant Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Manufacture of gas; distribution of gaseous fuels through mains,Higher Education,No,Yes,19-2043,0.5446441627992081,0.6447222222222222
Geriatric Physical Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,29-1128,-0.1242411729511649,0.6725
GIS & Spatial Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,15-1299,1.388784111523391,0.6486111111111111
Global Programs Associate,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,21-1012 ,1.321753213546424,0.6652777777777777
Gondola Tenders,Construction,Other specialized construction activities,Not Higher Education,No,No,53-7041,-1.0859917292821646,0.6422222222222221
Government Program Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,21-1012 ,1.321753213546424,0.6652777777777777
Government Records Assistant,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,43-9061 ,0.8956086195344649,0.48055555555555557
Graphic Designer,Information and Communication,Other information service activities,Higher Education,No,No,15-1134 ,1.388784111523391,0.6150427350427351
Green Coffee Beans Processor,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,45-2091,-1.25411250441255,0.49638888888888894
Ground Operations Crew Member,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,No,53-6061,-0.4785625981014229,0.5061111111111111
GTAW/TIG Welder,Construction,Other specialized construction activities,Not Higher Education,No,No,51-4122 ,-1.063027898104206,0.5352777777777777
Guest Relations Associate,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,43-4081,0.5101945500514448,0.5647222222222222
HACCP Coordinator,Manufacturing,Manufacture of other food products,Higher Education,No,No,13-1041,1.4521896339599962,0.5352777777777777
Hairdresser,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,39-5012,-0.7879999963529365,0.6258333333333334
Halal Compliance Specialist,Manufacturing,Manufacture of other food products,Higher Education,No,No,19-3092,1.339854496286321,0.5794444444444444
Halal Seaweed Processing Worker,Manufacturing,"Processing and preserving of fish, crustaceans and mollusks",Not Higher Education,No,No,51-9199,-0.9310742592864004,0.5342866161616162
Halal Slaughterer,Manufacturing,Processing and preserving of meat,Not Higher Education,No,No,51-3091 ,-0.8649918010858667,0.4733333333333334
Handloom Weaver,Manufacturing,"Spinning, weaving and finishing of textiles",Not Higher Education,No,No,51-6041,-0.9817178812461512,0.48583333333333334
Hatchery Farm Worker,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,45-2093,-1.2171340525284933,0.5847222222222223
HDD FOL Operator,Manufacturing,Manufacture of electronic components,Not Higher Education,No,No,51-9194,-0.7447411756253555,0.5002777777777777
Health and Safety Officer (Manufacturing),Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,No,29-9011 ,0.1094915985855913,0.6555917874396134
Health Information Management Technician,Information and Communication,"Data processing, hosting and related activities; web portals (if digitized records)OR Other information service activities (if part of IT-BPM support to healthcare)",Higher Education,No,Yes,29-2071 ,0.1094915985855913,0.6555917874396134
Health Program Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,31-9092,0.0465463218063895,0.5872222222222223
Health Promotion Officer,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,29-9092 ,1.438219081204524,0.6302777777777777
Health Services Clerk,Human Health and Social Work Activities,Human Health Activities,Higher Education,No,Yes,29-2071 ,0.1094915985855913,0.6555917874396134
Heat Treater,Manufacturing,Manufacture of basic iron and steel,Not Higher Education,No,No,51-8091,-0.4865192257305966,0.6322222222222222
Heavy Equipment Mechanic,Construction,Other specialized construction activities,Not Higher Education,No,No,49-9081,-1.1488319558659998,0.7641666666666665
Heavy Equipment Operator (High School),Construction,Demolition and site preparation,Not Higher Education,No,No,47-5022,-1.2533360568016358,0.6227777777777778
Herbal Remedies Research Aide,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,29-9099,0.1089792282039158,0.7347222222222222
Heritage Planner,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,25-4012,0.641460704726019,0.6888888888888888
Heritage Site Guide,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,39-7012,0.3764566491069931,0.6594444444444444
Heritage Tourism Operator,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,41-9099 ,0.3972762565441296,0.580925925925926
Heritage Tradesperson / Heritage Conservation Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,27-1012 ,-0.9646161941936396,0.4680555555555555
High School Science Teacher,Education,Secondary/high school education,Higher Education,Yes,No,43-4121,0.1048110573108665,0.5313888888888888
History Lecturer,Education,Higher education,Higher Education,No,No,19-3099,1.2714488780375863,0.5886111111111111
Home Economics Extension Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,21-1093,0.7040484605627692,0.6691666666666666
Home-Based Birth Assistant (Registered Midwife),Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,29-9099,0.1089792282039158,0.7347222222222222
Horse Riding Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,39-9031,-2.1445563057878494,0.6602777777777779
Horticulture Assistant,"Agriculture, Forestry, and Fishing",Plant propagation,Higher Education,No,Yes,19-4011,1.2714488780375863,0.6075531914893617
Hospital Administration Associate,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,43-6013,0.9603157503903836,0.5113888888888888
Hospital Caregiver,Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,31-1014 ,-0.5333720364723773,0.5927053140096619
Hospital Nursing Aide,Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,31-1014 ,-0.5333720364723773,0.5927053140096619
Hospital Pharmacist,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,29-1051,0.5220524179890909,0.7186111111111111
Hospitality Systems and Technology Analyst,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,15-1211,1.051640306129637,0.643611111111111
Hotel Cleaners,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,53-7061,-1.8046194638439987,0.5675
Hotel Duty Engineer,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,Yes,No,17-2199,0.4263545424838554,0.6944444444444443
Hotel Maintenance,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,47-2231,-1.085191831210996,0.7455555555555556
Hotel Receptionist,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,43-4171,0.9380611170416764,0.47138888888888886
Hotel Services Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,37-1011 ,-0.6341706741709909,0.6211111111111112
Household Equipment Technician,Other Service Activities,Repair of personal and household goods,Higher Education,No,Yes,49-2096,-0.8979936866701642,0.6011111111111112
Housekeeping Attendant,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,37-1011 ,-0.6341706741709909,0.6211111111111112
HR Assistants / Timekeepers (Construction),Construction,Construction of buildings,Higher Education,No,No,43-4161 ,1.2623911599504438,0.5302777777777777
HR Business Partner,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,21-1012 ,1.321753213546424,0.6652777777777777
HR Operations and Technology Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,21-1012 ,1.321753213546424,0.6652777777777777
Human Resource Assistant (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,43-4161 ,1.2623911599504438,0.5302777777777777
Human Resource Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,21-1012 ,1.321753213546424,0.6652777777777777
Human Resource Staff (Construction),Construction,Construction of buildings,Higher Education,No,No,43-4161 ,1.2623911599504438,0.5302777777777777
Humanitarian Affairs Officer,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,21-1099,0.7040484605627692,0.6655492424242423
